Position(m)	Deflection(m)
134.155	0.07085
134.16	0.0817657
134.165	0.0763058
134.17	0.0599289
134.175	0.0380938
134.18	0.0162592
134.185	-0.000116226
134.19	-0.00557369
134.195	0.00534548
134.2	0.0381
134.205	0.0708536
134.21	0.0817705
134.215	0.07631
134.22	0.0599313
134.225	0.0380938
134.23	0.0162568
134.235	-0.000120381
134.24	-0.00557845
134.245	0.00534191
134.25	0.0381
134.255	0.0708572
134.26	0.0817753
134.265	0.0763141
134.27	0.0599337
134.275	0.0380938
134.28	0.0162545
134.285	-0.000124519
134.29	-0.00558319
134.295	0.00533835
134.3	0.0381
134.305	0.0708608
134.31	0.08178
134.315	0.0763183
134.32	0.0599361
134.325	0.0380939
134.33	0.0162521
134.335	-0.000128637
134.34	-0.0055879
134.345	0.00533481
134.35	0.0381
134.355	0.0708643
134.36	0.0817848
134.365	0.0763225
134.37	0.0599385
134.375	0.0380939
134.38	0.0162498
134.385	-0.000132737
134.39	-0.0055926
134.395	0.00533129
134.4	0.0381
134.405	0.0708678
134.41	0.0817895
134.415	0.0763266
134.42	0.0599408
134.425	0.0380939
134.43	0.0162475
134.435	-0.000136819
134.44	-0.00559727
134.445	0.00532778
134.45	0.0381
134.455	0.0708713
134.46	0.0817942
134.465	0.0763307
134.47	0.0599432
134.475	0.0380939
134.48	0.0162452
134.485	-0.000140882
134.49	-0.00560192
134.495	0.00532429
134.5	0.0381
134.505	0.0708748
134.51	0.0817988
134.515	0.0763348
134.52	0.0599455
134.525	0.038094
134.53	0.0162429
134.535	-0.000144926
134.54	-0.00560655
134.545	0.00532081
134.55	0.0381
134.555	0.0708783
134.56	0.0818035
134.565	0.0763389
134.57	0.0599479
134.575	0.038094
134.58	0.0162406
134.585	-0.000148953
134.59	-0.00561117
134.595	0.00531735
134.6	0.0381
134.605	0.0708818
134.61	0.0818081
134.615	0.0763429
134.62	0.0599502
134.625	0.038094
134.63	0.0162383
134.635	-0.000152961
134.64	-0.00561575
134.645	0.0053139
134.65	0.0381
134.655	0.0708852
134.66	0.0818127
134.665	0.0763469
134.67	0.0599525
134.675	0.038094
134.68	0.016236
134.685	-0.000156951
134.69	-0.00562032
134.695	0.00531047
134.7	0.0381
134.705	0.0708887
134.71	0.0818173
134.715	0.076351
134.72	0.0599548
134.725	0.0380941
134.73	0.0162338
134.735	-0.000160922
134.74	-0.00562487
134.745	0.00530706
134.75	0.0381
134.755	0.0708921
134.76	0.0818218
134.765	0.076355
134.77	0.0599571
134.775	0.0380941
134.78	0.0162315
134.785	-0.000164875
134.79	-0.0056294
134.795	0.00530366
134.8	0.0381
134.805	0.0708955
134.81	0.0818264
134.815	0.0763589
134.82	0.0599594
134.825	0.0380941
134.83	0.0162293
134.835	-0.00016881
134.84	-0.0056339
134.845	0.00530028
134.85	0.0381
134.855	0.0708989
134.86	0.0818309
134.865	0.0763629
134.87	0.0599617
134.875	0.0380942
134.88	0.0162271
134.885	-0.000172727
134.89	-0.00563839
134.895	0.00529691
134.9	0.0381
134.905	0.0709022
134.91	0.0818354
134.915	0.0763668
134.92	0.059964
134.925	0.0380942
134.93	0.0162248
134.935	-0.000176626
134.94	-0.00564285
134.945	0.00529356
134.95	0.0381
134.955	0.0709056
134.96	0.0818399
134.965	0.0763708
134.97	0.0599662
134.975	0.0380942
134.98	0.0162226
134.985	-0.000180507
134.99	-0.0056473
134.995	0.00529022
135	0.0381
135.005	0.0709089
135.01	0.0818443
135.015	0.0763747
135.02	0.0599685
135.025	0.0380942
135.03	0.0162204
135.035	-0.00018437
135.04	-0.00565172
135.045	0.0052869
135.05	0.0381
135.055	0.0709123
135.06	0.0818488
135.065	0.0763786
135.07	0.0599707
135.075	0.0380943
135.08	0.0162183
135.085	-0.000188215
135.09	-0.00565612
135.095	0.0052836
135.1	0.0381
135.105	0.0709156
135.11	0.0818532
135.115	0.0763824
135.12	0.0599729
135.125	0.0380943
135.13	0.0162161
135.135	-0.000192042
135.14	-0.00566051
135.145	0.00528031
135.15	0.0381
135.155	0.0709189
135.16	0.0818576
135.165	0.0763863
135.17	0.0599752
135.175	0.0380943
135.18	0.0162139
135.185	-0.000195852
135.19	-0.00566487
135.195	0.00527703
135.2	0.0381
135.205	0.0709222
135.21	0.081862
135.215	0.0763901
135.22	0.0599774
135.225	0.0380943
135.23	0.0162118
135.235	-0.000199643
135.24	-0.00566921
135.245	0.00527377
135.25	0.0381
135.255	0.0709254
135.26	0.0818663
135.265	0.0763939
135.27	0.0599796
135.275	0.0380944
135.28	0.0162096
135.285	-0.000203417
135.29	-0.00567353
135.295	0.00527053
135.3	0.0381
135.305	0.0709287
135.31	0.0818707
135.315	0.0763977
135.32	0.0599817
135.325	0.0380944
135.33	0.0162075
135.335	-0.000207173
135.34	-0.00567783
135.345	0.0052673
135.35	0.0381
135.355	0.0709319
135.36	0.081875
135.365	0.0764015
135.37	0.0599839
135.375	0.0380944
135.38	0.0162054
135.385	-0.000210911
135.39	-0.00568211
135.395	0.00526409
135.4	0.0381
135.405	0.0709351
135.41	0.0818793
135.415	0.0764053
135.42	0.0599861
135.425	0.0380944
135.43	0.0162033
135.435	-0.000214631
135.44	-0.00568637
135.445	0.00526089
135.45	0.0381
135.455	0.0709383
135.46	0.0818835
135.465	0.076409
135.47	0.0599882
135.475	0.0380945
135.48	0.0162012
135.485	-0.000218334
135.49	-0.00569061
135.495	0.0052577
135.5	0.0381
135.505	0.0709415
135.51	0.0818878
135.515	0.0764128
135.52	0.0599904
135.525	0.0380945
135.53	0.0161991
135.535	-0.00022202
135.54	-0.00569483
135.545	0.00525454
135.55	0.0381
135.555	0.0709447
135.56	0.081892
135.565	0.0764165
135.57	0.0599925
135.575	0.0380945
135.58	0.016197
135.585	-0.000225688
135.59	-0.00569903
135.595	0.00525138
135.6	0.0381
135.605	0.0709478
135.61	0.0818962
135.615	0.0764202
135.62	0.0599946
135.625	0.0380945
135.63	0.0161949
135.635	-0.000229338
135.64	-0.00570321
135.645	0.00524824
135.65	0.0381
135.655	0.070951
135.66	0.0819004
135.665	0.0764239
135.67	0.0599967
135.675	0.0380946
135.68	0.0161928
135.685	-0.000232971
135.69	-0.00570737
135.695	0.00524512
135.7	0.0381
135.705	0.0709541
135.71	0.0819046
135.715	0.0764275
135.72	0.0599988
135.725	0.0380946
135.73	0.0161908
135.735	-0.000236587
135.74	-0.00571151
135.745	0.00524201
135.75	0.0381
135.755	0.0709572
135.76	0.0819088
135.765	0.0764312
135.77	0.0600009
135.775	0.0380946
135.78	0.0161887
135.785	-0.000240185
135.79	-0.00571563
135.795	0.00523892
135.8	0.0381
135.805	0.0709603
135.81	0.0819129
135.815	0.0764348
135.82	0.060003
135.825	0.0380947
135.83	0.0161867
135.835	-0.000243766
135.84	-0.00571974
135.845	0.00523584
135.85	0.0381
135.855	0.0709634
135.86	0.081917
135.865	0.0764384
135.87	0.0600051
135.875	0.0380947
135.88	0.0161847
135.885	-0.00024733
135.89	-0.00572382
135.895	0.00523278
135.9	0.0381
135.905	0.0709665
135.91	0.0819211
135.915	0.076442
135.92	0.0600072
135.925	0.0380947
135.93	0.0161827
135.935	-0.000250876
135.94	-0.00572788
135.945	0.00522973
135.95	0.0381
135.955	0.0709695
135.96	0.0819252
135.965	0.0764455
135.97	0.0600092
135.975	0.0380947
135.98	0.0161807
135.985	-0.000254405
135.99	-0.00573192
135.995	0.00522669
136	0.0381
136.005	0.0709725
136.01	0.0819292
136.015	0.0764491
136.02	0.0600113
136.025	0.0380948
136.03	0.0161787
136.035	-0.000257917
136.04	-0.00573594
136.045	0.00522367
136.05	0.0381
136.055	0.0709756
136.06	0.0819333
136.065	0.0764526
136.07	0.0600133
136.075	0.0380948
136.08	0.0161767
136.085	-0.000261412
136.09	-0.00573994
136.095	0.00522067
136.1	0.0381
136.105	0.0709786
136.11	0.0819373
136.115	0.0764562
136.12	0.0600153
136.125	0.0380948
136.13	0.0161747
136.135	-0.00026489
136.14	-0.00574393
136.145	0.00521768
136.15	0.0381
136.155	0.0709816
136.16	0.0819413
136.165	0.0764597
136.17	0.0600173
136.175	0.0380948
136.18	0.0161727
136.185	-0.000268351
136.19	-0.00574789
136.195	0.0052147
136.2	0.0381
136.205	0.0709846
136.21	0.0819453
136.215	0.0764632
136.22	0.0600193
136.225	0.0380949
136.23	0.0161708
136.235	-0.000271795
136.24	-0.00575183
136.245	0.00521174
136.25	0.0381
136.255	0.0709875
136.26	0.0819492
136.265	0.0764666
136.27	0.0600213
136.275	0.0380949
136.28	0.0161688
136.285	-0.000275223
136.29	-0.00575576
136.295	0.00520879
136.3	0.0381
136.305	0.0709905
136.31	0.0819531
136.315	0.0764701
136.32	0.0600233
136.325	0.0380949
136.33	0.0161669
136.335	-0.000278633
136.34	-0.00575966
136.345	0.00520586
136.35	0.0381
136.355	0.0709934
136.36	0.0819571
136.365	0.0764735
136.37	0.0600253
136.375	0.0380949
136.38	0.016165
136.385	-0.000282026
136.39	-0.00576355
136.395	0.00520295
136.4	0.0381
136.405	0.0709963
136.41	0.081961
136.415	0.0764769
136.42	0.0600273
136.425	0.038095
136.43	0.0161631
136.435	-0.000285403
136.44	-0.00576742
136.445	0.00520004
136.45	0.0381
136.455	0.0709992
136.46	0.0819648
136.465	0.0764803
136.47	0.0600292
136.475	0.038095
136.48	0.0161612
136.485	-0.000288762
136.49	-0.00577127
136.495	0.00519715
136.5	0.0381
136.505	0.0710021
136.51	0.0819687
136.515	0.0764837
136.52	0.0600312
136.525	0.038095
136.53	0.0161593
136.535	-0.000292106
136.54	-0.00577509
136.545	0.00519428
136.55	0.0381
136.555	0.071005
136.56	0.0819725
136.565	0.0764871
136.57	0.0600331
136.575	0.038095
136.58	0.0161574
136.585	-0.000295432
136.59	-0.0057789
136.595	0.00519142
136.6	0.0381
136.605	0.0710079
136.61	0.0819764
136.615	0.0764904
136.62	0.060035
136.625	0.0380951
136.63	0.0161555
136.635	-0.000298742
136.64	-0.00578269
136.645	0.00518857
136.65	0.0381
136.655	0.0710107
136.66	0.0819802
136.665	0.0764938
136.67	0.0600369
136.675	0.0380951
136.68	0.0161536
136.685	-0.000302035
136.69	-0.00578647
136.695	0.00518574
136.7	0.0381
136.705	0.0710136
136.71	0.081984
136.715	0.0764971
136.72	0.0600388
136.725	0.0380951
136.73	0.0161518
136.735	-0.000305312
136.74	-0.00579022
136.745	0.00518292
136.75	0.0381
136.755	0.0710164
136.76	0.0819877
136.765	0.0765004
136.77	0.0600407
136.775	0.0380951
136.78	0.0161499
136.785	-0.000308572
136.79	-0.00579395
136.795	0.00518012
136.8	0.0381
136.805	0.0710192
136.81	0.0819915
136.815	0.0765037
136.82	0.0600426
136.825	0.0380952
136.83	0.0161481
136.835	-0.000311815
136.84	-0.00579767
136.845	0.00517733
136.85	0.0381
136.855	0.071022
136.86	0.0819952
136.865	0.0765069
136.87	0.0600445
136.875	0.0380952
136.88	0.0161462
136.885	-0.000315043
136.89	-0.00580136
136.895	0.00517456
136.9	0.0381
136.905	0.0710248
136.91	0.0819989
136.915	0.0765102
136.92	0.0600464
136.925	0.0380952
136.93	0.0161444
136.935	-0.000318254
136.94	-0.00580504
136.945	0.0051718
136.95	0.0381
136.955	0.0710275
136.96	0.0820026
136.965	0.0765134
136.97	0.0600482
136.975	0.0380952
136.98	0.0161426
136.985	-0.000321448
136.99	-0.0058087
136.995	0.00516905
137	0.0381
137.005	0.0710303
137.01	0.0820063
137.015	0.0765167
137.02	0.0600501
137.025	0.0380953
137.03	0.0161408
137.035	-0.000324626
137.04	-0.00581234
137.045	0.00516632
137.05	0.0381
137.055	0.071033
137.06	0.0820099
137.065	0.0765199
137.07	0.0600519
137.075	0.0380953
137.08	0.016139
137.085	-0.000327788
137.09	-0.00581596
137.095	0.0051636
137.1	0.0381
137.105	0.0710357
137.11	0.0820135
137.115	0.076523
137.12	0.0600538
137.125	0.0380953
137.13	0.0161372
137.135	-0.000330934
137.14	-0.00581956
137.145	0.00516089
137.15	0.0381
137.155	0.0710384
137.16	0.0820172
137.165	0.0765262
137.17	0.0600556
137.175	0.0380953
137.18	0.0161354
137.185	-0.000334064
137.19	-0.00582315
137.195	0.0051582
137.2	0.0381
137.205	0.0710411
137.21	0.0820208
137.215	0.0765294
137.22	0.0600574
137.225	0.0380953
137.23	0.0161337
137.235	-0.000337177
137.24	-0.00582671
137.245	0.00515552
137.25	0.0381
137.255	0.0710438
137.26	0.0820243
137.265	0.0765325
137.27	0.0600592
137.275	0.0380954
137.28	0.0161319
137.285	-0.000340275
137.29	-0.00583026
137.295	0.00515286
137.3	0.0381
137.305	0.0710465
137.31	0.0820279
137.315	0.0765356
137.32	0.060061
137.325	0.0380954
137.33	0.0161302
137.335	-0.000343356
137.34	-0.00583379
137.345	0.00515021
137.35	0.0381
137.355	0.0710491
137.36	0.0820314
137.365	0.0765387
137.37	0.0600628
137.375	0.0380954
137.38	0.0161284
137.385	-0.000346422
137.39	-0.0058373
137.395	0.00514757
137.4	0.0381
137.405	0.0710518
137.41	0.082035
137.415	0.0765418
137.42	0.0600646
137.425	0.0380954
137.43	0.0161267
137.435	-0.000349471
137.44	-0.00584079
137.445	0.00514495
137.45	0.0381
137.455	0.0710544
137.46	0.0820385
137.465	0.0765449
137.47	0.0600663
137.475	0.0380955
137.48	0.016125
137.485	-0.000352504
137.49	-0.00584427
137.495	0.00514234
137.5	0.0381
137.505	0.071057
137.51	0.082042
137.515	0.0765479
137.52	0.0600681
137.525	0.0380955
137.53	0.0161233
137.535	-0.000355522
137.54	-0.00584773
137.545	0.00513975
137.55	0.0381
137.555	0.0710596
137.56	0.0820454
137.565	0.076551
137.57	0.0600698
137.575	0.0380955
137.58	0.0161215
137.585	-0.000358524
137.59	-0.00585116
137.595	0.00513717
137.6	0.0381
137.605	0.0710622
137.61	0.0820489
137.615	0.076554
137.62	0.0600716
137.625	0.0380955
137.63	0.0161199
137.635	-0.00036151
137.64	-0.00585458
137.645	0.0051346
137.65	0.0381
137.655	0.0710648
137.66	0.0820523
137.665	0.076557
137.67	0.0600733
137.675	0.0380956
137.68	0.0161182
137.685	-0.00036448
137.69	-0.00585799
137.695	0.00513204
137.7	0.0381
137.705	0.0710673
137.71	0.0820557
137.715	0.07656
137.72	0.060075
137.725	0.0380956
137.73	0.0161165
137.735	-0.000367435
137.74	-0.00586137
137.745	0.0051295
137.75	0.0381
137.755	0.0710699
137.76	0.0820591
137.765	0.076563
137.77	0.0600767
137.775	0.0380956
137.78	0.0161148
137.785	-0.000370374
137.79	-0.00586474
137.795	0.00512697
137.8	0.0381
137.805	0.0710724
137.81	0.0820625
137.815	0.076566
137.82	0.0600785
137.825	0.0380956
137.83	0.0161132
137.835	-0.000373297
137.84	-0.00586808
137.845	0.00512446
137.85	0.0381
137.855	0.0710749
137.86	0.0820659
137.865	0.0765689
137.87	0.0600801
137.875	0.0380957
137.88	0.0161115
137.885	-0.000376205
137.89	-0.00587142
137.895	0.00512196
137.9	0.0381
137.905	0.0710774
137.91	0.0820692
137.915	0.0765718
137.92	0.0600818
137.925	0.0380957
137.93	0.0161099
137.935	-0.000379097
137.94	-0.00587473
137.945	0.00511947
137.95	0.0381
137.955	0.0710799
137.96	0.0820725
137.965	0.0765748
137.97	0.0600835
137.975	0.0380957
137.98	0.0161082
137.985	-0.000381974
137.99	-0.00587802
137.995	0.005117
138	0.0381
138.005	0.0710824
138.01	0.0820758
138.015	0.0765777
138.02	0.0600852
138.025	0.0380957
138.03	0.0161066
138.035	-0.000384835
138.04	-0.0058813
138.045	0.00511454
138.05	0.0381
138.055	0.0710848
138.06	0.0820791
138.065	0.0765805
138.07	0.0600868
138.075	0.0380957
138.08	0.016105
138.085	-0.000387681
138.09	-0.00588456
138.095	0.00511209
138.1	0.0381
138.105	0.0710873
138.11	0.0820824
138.115	0.0765834
138.12	0.0600885
138.125	0.0380958
138.13	0.0161034
138.135	-0.000390511
138.14	-0.0058878
138.145	0.00510966
138.15	0.0381
138.155	0.0710897
138.16	0.0820856
138.165	0.0765863
138.17	0.0600901
138.175	0.0380958
138.18	0.0161018
138.185	-0.000393327
138.19	-0.00589103
138.195	0.00510723
138.2	0.0381
138.205	0.0710922
138.21	0.0820889
138.215	0.0765891
138.22	0.0600918
138.225	0.0380958
138.23	0.0161002
138.235	-0.000396126
138.24	-0.00589423
138.245	0.00510483
138.25	0.0381
138.255	0.0710946
138.26	0.0820921
138.265	0.0765919
138.27	0.0600934
138.275	0.0380958
138.28	0.0160986
138.285	-0.000398911
138.29	-0.00589742
138.295	0.00510243
138.3	0.0381
138.305	0.071097
138.31	0.0820953
138.315	0.0765947
138.32	0.060095
138.325	0.0380959
138.33	0.0160971
138.335	-0.00040168
138.34	-0.0059006
138.345	0.00510005
138.35	0.0381
138.355	0.0710994
138.36	0.0820985
138.365	0.0765975
138.37	0.0600966
138.375	0.0380959
138.38	0.0160955
138.385	-0.000404435
138.39	-0.00590375
138.395	0.00509768
138.4	0.0381
138.405	0.0711017
138.41	0.0821016
138.415	0.0766003
138.42	0.0600982
138.425	0.0380959
138.43	0.0160939
138.435	-0.000407174
138.44	-0.00590689
138.445	0.00509532
138.45	0.0381
138.455	0.0711041
138.46	0.0821048
138.465	0.0766031
138.47	0.0600998
138.475	0.0380959
138.48	0.0160924
138.485	-0.000409898
138.49	-0.00591001
138.495	0.00509298
138.5	0.0381
138.505	0.0711064
138.51	0.0821079
138.515	0.0766058
138.52	0.0601014
138.525	0.038096
138.53	0.0160909
138.535	-0.000412607
138.54	-0.00591311
138.545	0.00509065
138.55	0.0381
138.555	0.0711088
138.56	0.082111
138.565	0.0766085
138.57	0.0601029
138.575	0.038096
138.58	0.0160893
138.585	-0.000415301
138.59	-0.0059162
138.595	0.00508833
138.6	0.0381
138.605	0.0711111
138.61	0.0821141
138.615	0.0766113
138.62	0.0601045
138.625	0.038096
138.63	0.0160878
138.635	-0.00041798
138.64	-0.00591927
138.645	0.00508603
138.65	0.0381
138.655	0.0711134
138.66	0.0821172
138.665	0.076614
138.67	0.0601061
138.675	0.038096
138.68	0.0160863
138.685	-0.000420644
138.69	-0.00592232
138.695	0.00508374
138.7	0.0381
138.705	0.0711157
138.71	0.0821203
138.715	0.0766166
138.72	0.0601076
138.725	0.038096
138.73	0.0160848
138.735	-0.000423294
138.74	-0.00592535
138.745	0.00508146
138.75	0.0381
138.755	0.071118
138.76	0.0821233
138.765	0.0766193
138.77	0.0601091
138.775	0.0380961
138.78	0.0160833
138.785	-0.000425928
138.79	-0.00592837
138.795	0.00507919
138.8	0.0381
138.805	0.0711202
138.81	0.0821264
138.815	0.076622
138.82	0.0601107
138.825	0.0380961
138.83	0.0160818
138.835	-0.000428548
138.84	-0.00593137
138.845	0.00507694
138.85	0.0381
138.855	0.0711225
138.86	0.0821294
138.865	0.0766246
138.87	0.0601122
138.875	0.0380961
138.88	0.0160803
138.885	-0.000431153
138.89	-0.00593436
138.895	0.0050747
138.9	0.0381
138.905	0.0711247
138.91	0.0821324
138.915	0.0766272
138.92	0.0601137
138.925	0.0380961
138.93	0.0160789
138.935	-0.000433743
138.94	-0.00593732
138.945	0.00507247
138.95	0.0381
138.955	0.071127
138.96	0.0821353
138.965	0.0766299
138.97	0.0601152
138.975	0.0380962
138.98	0.0160774
138.985	-0.000436319
138.99	-0.00594028
138.995	0.00507026
139	0.0381
139.005	0.0711292
139.01	0.0821383
139.015	0.0766324
139.02	0.0601167
139.025	0.0380962
139.03	0.0160759
139.035	-0.00043888
139.04	-0.00594321
139.045	0.00506805
139.05	0.0381
139.055	0.0711314
139.06	0.0821413
139.065	0.076635
139.07	0.0601182
139.075	0.0380962
139.08	0.0160745
139.085	-0.000441426
139.09	-0.00594613
139.095	0.00506586
139.1	0.0381
139.105	0.0711336
139.11	0.0821442
139.115	0.0766376
139.12	0.0601197
139.125	0.0380962
139.13	0.0160731
139.135	-0.000443958
139.14	-0.00594903
139.145	0.00506368
139.15	0.0381
139.155	0.0711358
139.16	0.0821471
139.165	0.0766402
139.17	0.0601211
139.175	0.0380962
139.18	0.0160716
139.185	-0.000446475
139.19	-0.00595191
139.195	0.00506152
139.2	0.0381
139.205	0.0711379
139.21	0.08215
139.215	0.0766427
139.22	0.0601226
139.225	0.0380963
139.23	0.0160702
139.235	-0.000448978
139.24	-0.00595478
139.245	0.00505937
139.25	0.0381
139.255	0.0711401
139.26	0.0821529
139.265	0.0766452
139.27	0.0601241
139.275	0.0380963
139.28	0.0160688
139.285	-0.000451467
139.29	-0.00595763
139.295	0.00505722
139.3	0.0381
139.305	0.0711422
139.31	0.0821557
139.315	0.0766477
139.32	0.0601255
139.325	0.0380963
139.33	0.0160674
139.335	-0.000453941
139.34	-0.00596046
139.345	0.0050551
139.35	0.0381
139.355	0.0711444
139.36	0.0821586
139.365	0.0766502
139.37	0.0601269
139.375	0.0380963
139.38	0.016066
139.385	-0.000456401
139.39	-0.00596328
139.395	0.00505298
139.4	0.0381
139.405	0.0711465
139.41	0.0821614
139.415	0.0766527
139.42	0.0601284
139.425	0.0380963
139.43	0.0160646
139.435	-0.000458846
139.44	-0.00596608
139.445	0.00505088
139.45	0.0381
139.455	0.0711486
139.46	0.0821642
139.465	0.0766552
139.47	0.0601298
139.475	0.0380964
139.48	0.0160632
139.485	-0.000461277
139.49	-0.00596887
139.495	0.00504878
139.5	0.0381
139.505	0.0711507
139.51	0.082167
139.515	0.0766576
139.52	0.0601312
139.525	0.0380964
139.53	0.0160619
139.535	-0.000463694
139.54	-0.00597164
139.545	0.00504671
139.55	0.0381
139.555	0.0711528
139.56	0.0821698
139.565	0.0766601
139.57	0.0601326
139.575	0.0380964
139.58	0.0160605
139.585	-0.000466097
139.59	-0.00597439
139.595	0.00504464
139.6	0.0381
139.605	0.0711548
139.61	0.0821726
139.615	0.0766625
139.62	0.060134
139.625	0.0380964
139.63	0.0160592
139.635	-0.000468486
139.64	-0.00597713
139.645	0.00504258
139.65	0.0381
139.655	0.0711569
139.66	0.0821753
139.665	0.0766649
139.67	0.0601354
139.675	0.0380965
139.68	0.0160578
139.685	-0.000470861
139.69	-0.00597985
139.695	0.00504054
139.7	0.0381
139.705	0.071159
139.71	0.082178
139.715	0.0766673
139.72	0.0601368
139.725	0.0380965
139.73	0.0160565
139.735	-0.000473222
139.74	-0.00598255
139.745	0.00503851
139.75	0.0381
139.755	0.071161
139.76	0.0821808
139.765	0.0766697
139.77	0.0601381
139.775	0.0380965
139.78	0.0160551
139.785	-0.000475568
139.79	-0.00598524
139.795	0.00503649
139.8	0.0381
139.805	0.071163
139.81	0.0821835
139.815	0.076672
139.82	0.0601395
139.825	0.0380965
139.83	0.0160538
139.835	-0.000477901
139.84	-0.00598791
139.845	0.00503448
139.85	0.0381
139.855	0.071165
139.86	0.0821861
139.865	0.0766744
139.87	0.0601408
139.875	0.0380965
139.88	0.0160525
139.885	-0.00048022
139.89	-0.00599057
139.895	0.00503249
139.9	0.0381
139.905	0.071167
139.91	0.0821888
139.915	0.0766767
139.92	0.0601422
139.925	0.0380966
139.93	0.0160512
139.935	-0.000482525
139.94	-0.00599321
139.945	0.0050305
139.95	0.0381
139.955	0.071169
