Position(m)	Deflection(m)
67.42	-0.0357385
67.425	-0.0381297
67.43	-0.0405174
67.435	-0.0423041
67.44	-0.0428927
67.445	-0.0416856
67.45	-0.0380855
67.455	-0.0344918
67.46	-0.033301
67.465	-0.0339115
67.47	-0.0357216
67.475	-0.0381298
67.48	-0.0405344
67.485	-0.0423339
67.49	-0.0429267
67.495	-0.0417111
67.5	-0.0380855
67.505	-0.0344663
67.51	-0.033267
67.515	-0.0338817
67.52	-0.0357047
67.525	-0.0381299
67.53	-0.0405516
67.535	-0.0423638
67.54	-0.0429608
67.545	-0.0417367
67.55	-0.0380855
67.555	-0.0344407
67.56	-0.0332329
67.565	-0.033852
67.57	-0.0356877
67.575	-0.03813
67.58	-0.0405687
67.585	-0.0423938
67.59	-0.042995
67.595	-0.0417623
67.6	-0.0380855
67.605	-0.0344151
67.61	-0.0331988
67.615	-0.0338221
67.62	-0.0356707
67.625	-0.0381301
67.63	-0.0405859
67.635	-0.0424238
67.64	-0.0430292
67.645	-0.041788
67.65	-0.0380855
67.655	-0.0343895
67.66	-0.0331646
67.665	-0.0337922
67.67	-0.0356536
67.675	-0.0381302
67.68	-0.0406031
67.685	-0.0424538
67.69	-0.0430636
67.695	-0.0418137
67.7	-0.0380855
67.705	-0.0343637
67.71	-0.0331303
67.715	-0.0337622
67.72	-0.0356366
67.725	-0.0381303
67.73	-0.0406204
67.735	-0.0424839
67.74	-0.043098
67.745	-0.0418395
67.75	-0.0380855
67.755	-0.034338
67.76	-0.033096
67.765	-0.0337322
67.77	-0.0356194
67.775	-0.0381303
67.78	-0.0406377
67.785	-0.0425141
67.79	-0.0431324
67.795	-0.0418653
67.8	-0.0380855
67.805	-0.0343121
67.81	-0.0330615
67.815	-0.0337021
67.82	-0.0356023
67.825	-0.0381304
67.83	-0.040655
67.835	-0.0425444
67.84	-0.043167
67.845	-0.0418912
67.85	-0.0380855
67.855	-0.0342863
67.86	-0.033027
67.865	-0.033672
67.87	-0.0355851
67.875	-0.0381305
67.88	-0.0406724
67.885	-0.0425747
67.89	-0.0432016
67.895	-0.0419172
67.9	-0.0380855
67.905	-0.0342603
67.91	-0.0329925
67.915	-0.0336417
67.92	-0.0355679
67.925	-0.0381306
67.93	-0.0406898
67.935	-0.0426051
67.94	-0.0432363
67.945	-0.0419432
67.95	-0.0380855
67.955	-0.0342343
67.96	-0.0329578
67.965	-0.0336115
67.97	-0.0355506
67.975	-0.0381307
67.98	-0.0407072
67.985	-0.0426355
67.99	-0.043271
67.995	-0.0419692
68	-0.0380855
68.005	-0.0342083
68.01	-0.0329231
68.015	-0.0335811
68.02	-0.0355333
68.025	-0.0381308
68.03	-0.0407247
68.035	-0.042666
68.04	-0.0433059
68.045	-0.0419953
68.05	-0.0380855
68.055	-0.0341822
68.06	-0.0328883
68.065	-0.0335507
68.07	-0.035516
68.075	-0.0381309
68.08	-0.0407422
68.085	-0.0426966
68.09	-0.0433408
68.095	-0.0420215
68.1	-0.0380855
68.105	-0.034156
68.11	-0.0328535
68.115	-0.0335202
68.12	-0.0354986
68.125	-0.038131
68.13	-0.0407597
68.135	-0.0427272
68.14	-0.0433757
68.145	-0.0420477
68.15	-0.0380855
68.155	-0.0341298
68.16	-0.0328186
68.165	-0.0334897
68.17	-0.0354812
68.175	-0.0381311
68.18	-0.0407773
68.185	-0.0427579
68.19	-0.0434108
68.195	-0.042074
68.2	-0.0380855
68.205	-0.0341036
68.21	-0.0327836
68.215	-0.0334591
68.22	-0.0354638
68.225	-0.0381312
68.23	-0.0407949
68.235	-0.0427887
68.24	-0.0434459
68.245	-0.0421003
68.25	-0.0380855
68.255	-0.0340772
68.26	-0.0327485
68.265	-0.0334284
68.27	-0.0354463
68.275	-0.0381313
68.28	-0.0408126
68.285	-0.0428195
68.29	-0.0434811
68.295	-0.0421267
68.3	-0.0380855
68.305	-0.0340509
68.31	-0.0327133
68.315	-0.0333977
68.32	-0.0354288
68.325	-0.0381314
68.33	-0.0408303
68.335	-0.0428504
68.34	-0.0435164
68.345	-0.0421531
68.35	-0.0380855
68.355	-0.0340244
68.36	-0.0326781
68.365	-0.0333669
68.37	-0.0354112
68.375	-0.0381315
68.38	-0.040848
68.385	-0.0428813
68.39	-0.0435517
68.395	-0.0421796
68.4	-0.0380855
68.405	-0.033998
68.41	-0.0326428
68.415	-0.0333361
68.42	-0.0353936
68.425	-0.0381316
68.43	-0.0408658
68.435	-0.0429123
68.44	-0.0435871
68.445	-0.0422062
68.45	-0.0380855
68.455	-0.0339714
68.46	-0.0326075
68.465	-0.0333051
68.47	-0.035376
68.475	-0.0381316
68.48	-0.0408836
68.485	-0.0429434
68.49	-0.0436226
68.495	-0.0422328
68.5	-0.0380855
68.505	-0.0339448
68.51	-0.032572
68.515	-0.0332742
68.52	-0.0353584
68.525	-0.0381317
68.53	-0.0409014
68.535	-0.0429745
68.54	-0.0436581
68.545	-0.0422594
68.55	-0.0380855
68.555	-0.0339182
68.56	-0.0325365
68.565	-0.0332431
68.57	-0.0353407
68.575	-0.0381318
68.58	-0.0409193
68.585	-0.0430057
68.59	-0.0436938
68.595	-0.0422861
68.6	-0.0380855
68.605	-0.0338915
68.61	-0.0325009
68.615	-0.033212
68.62	-0.0353229
68.625	-0.0381319
68.63	-0.0409372
68.635	-0.043037
68.64	-0.0437295
68.645	-0.0423129
68.65	-0.0380855
68.655	-0.0338647
68.66	-0.0324653
68.665	-0.0331808
68.67	-0.0353052
68.675	-0.038132
68.68	-0.0409551
68.685	-0.0430683
68.69	-0.0437652
68.695	-0.0423397
68.7	-0.0380855
68.705	-0.0338379
68.71	-0.0324295
68.715	-0.0331496
68.72	-0.0352874
68.725	-0.0381321
68.73	-0.0409731
68.735	-0.0430997
68.74	-0.0438011
68.745	-0.0423666
68.75	-0.0380855
68.755	-0.0338111
68.76	-0.0323937
68.765	-0.0331183
68.77	-0.0352695
68.775	-0.0381322
68.78	-0.0409911
68.785	-0.0431312
68.79	-0.043837
68.795	-0.0423935
68.8	-0.0380855
68.805	-0.0337841
68.81	-0.0323579
68.815	-0.0330869
68.82	-0.0352516
68.825	-0.0381323
68.83	-0.0410092
68.835	-0.0431627
68.84	-0.043873
68.845	-0.0424205
68.85	-0.0380855
68.855	-0.0337572
68.86	-0.0323219
68.865	-0.0330555
68.87	-0.0352337
68.875	-0.0381324
68.88	-0.0410273
68.885	-0.0431943
68.89	-0.0439091
68.895	-0.0424475
68.9	-0.0380855
68.905	-0.0337301
68.91	-0.0322859
68.915	-0.033024
68.92	-0.0352158
68.925	-0.0381325
68.93	-0.0410454
68.935	-0.0432259
68.94	-0.0439452
68.945	-0.0424746
68.95	-0.0380855
68.955	-0.0337031
68.96	-0.0322498
68.965	-0.0329925
68.97	-0.0351978
68.975	-0.0381326
68.98	-0.0410636
68.985	-0.0432576
68.99	-0.0439814
68.995	-0.0425018
69	-0.0380855
69.005	-0.0336759
69.01	-0.0322136
69.015	-0.0329608
69.02	-0.0351798
69.025	-0.0381327
69.03	-0.0410818
69.035	-0.0432894
69.04	-0.0440177
69.045	-0.042529
69.05	-0.0380854
69.055	-0.0336487
69.06	-0.0321774
69.065	-0.0329292
69.07	-0.0351617
69.075	-0.0381328
69.08	-0.0411
69.085	-0.0433212
69.09	-0.044054
69.095	-0.0425562
69.1	-0.0380854
69.105	-0.0336215
69.11	-0.0321411
69.115	-0.0328974
69.12	-0.0351436
69.125	-0.0381328
69.13	-0.0411183
69.135	-0.0433531
69.14	-0.0440905
69.145	-0.0425835
69.15	-0.0380854
69.155	-0.0335942
69.16	-0.0321047
69.165	-0.0328656
69.17	-0.0351255
69.175	-0.0381329
69.18	-0.0411366
69.185	-0.0433851
69.19	-0.044127
69.195	-0.0426109
69.2	-0.0380854
69.205	-0.0335668
69.21	-0.0320682
69.215	-0.0328337
69.22	-0.0351073
69.225	-0.038133
69.23	-0.041155
69.235	-0.0434171
69.24	-0.0441636
69.245	-0.0426383
69.25	-0.0380854
69.255	-0.0335394
69.26	-0.0320317
69.265	-0.0328018
69.27	-0.0350891
69.275	-0.0381331
69.28	-0.0411733
69.285	-0.0434492
69.29	-0.0442002
69.295	-0.0426658
69.3	-0.0380854
69.305	-0.0335119
69.31	-0.0319951
69.315	-0.0327698
69.32	-0.0350708
69.325	-0.0381332
69.33	-0.0411918
69.335	-0.0434814
69.34	-0.0442369
69.345	-0.0426933
69.35	-0.0380854
69.355	-0.0334844
69.36	-0.0319584
69.365	-0.0327377
69.37	-0.0350526
69.375	-0.0381333
69.38	-0.0412102
69.385	-0.0435136
69.39	-0.0442737
69.395	-0.0427209
69.4	-0.0380854
69.405	-0.0334568
69.41	-0.0319217
69.415	-0.0327056
69.42	-0.0350343
69.425	-0.0381334
69.43	-0.0412287
69.435	-0.0435459
69.44	-0.0443106
69.445	-0.0427485
69.45	-0.0380854
69.455	-0.0334292
69.46	-0.0318848
69.465	-0.0326734
69.47	-0.0350159
69.475	-0.0381335
69.48	-0.0412472
69.485	-0.0435782
69.49	-0.0443475
69.495	-0.0427762
69.5	-0.0380854
69.505	-0.0334015
69.51	-0.0318479
69.515	-0.0326411
69.52	-0.0349975
69.525	-0.0381336
69.53	-0.0412658
69.535	-0.0436106
69.54	-0.0443845
69.545	-0.042804
69.55	-0.0380854
69.555	-0.0333738
69.56	-0.031811
69.565	-0.0326088
69.57	-0.0349791
69.575	-0.0381337
69.58	-0.0412844
69.585	-0.0436431
69.59	-0.0444216
69.595	-0.0428318
69.6	-0.0380854
69.605	-0.033346
69.61	-0.0317739
69.615	-0.0325764
69.62	-0.0349606
69.625	-0.0381338
69.63	-0.0413031
69.635	-0.0436757
69.64	-0.0444588
69.645	-0.0428596
69.65	-0.0380854
69.655	-0.0333181
69.66	-0.0317368
69.665	-0.0325439
69.67	-0.0349421
69.675	-0.0381339
69.68	-0.0413217
69.685	-0.0437083
69.69	-0.044496
69.695	-0.0428876
69.7	-0.0380854
69.705	-0.0332902
69.71	-0.0316996
69.715	-0.0325114
69.72	-0.0349236
69.725	-0.038134
69.73	-0.0413405
69.735	-0.043741
69.74	-0.0445334
69.745	-0.0429155
69.75	-0.0380854
69.755	-0.0332623
69.76	-0.0316623
69.765	-0.0324788
69.77	-0.034905
69.775	-0.0381341
69.78	-0.0413592
69.785	-0.0437737
69.79	-0.0445707
69.795	-0.0429436
69.8	-0.0380854
69.805	-0.0332342
69.81	-0.031625
69.815	-0.0324462
69.82	-0.0348864
69.825	-0.0381341
69.83	-0.041378
69.835	-0.0438065
69.84	-0.0446082
69.845	-0.0429717
69.85	-0.0380854
69.855	-0.0332062
69.86	-0.0315876
69.865	-0.0324135
69.87	-0.0348677
69.875	-0.0381342
69.88	-0.0413968
69.885	-0.0438394
69.89	-0.0446457
69.895	-0.0429998
69.9	-0.0380854
69.905	-0.033178
69.91	-0.0315501
69.915	-0.0323807
69.92	-0.0348491
69.925	-0.0381343
69.93	-0.0414157
69.935	-0.0438723
69.94	-0.0446833
69.945	-0.043028
69.95	-0.0380854
69.955	-0.0331499
69.96	-0.0315125
69.965	-0.0323479
69.97	-0.0348303
69.975	-0.0381344
69.98	-0.0414346
69.985	-0.0439053
69.99	-0.044721
69.995	-0.0430562
70	-0.0380854
70.005	-0.0331216
70.01	-0.0314749
70.015	-0.032315
70.02	-0.0348116
70.025	-0.0381345
70.03	-0.0414535
70.035	-0.0439384
70.04	-0.0447588
70.045	-0.0430845
70.05	-0.0380854
70.055	-0.0330933
70.06	-0.0314372
70.065	-0.032282
70.07	-0.0347928
70.075	-0.0381346
70.08	-0.0414725
70.085	-0.0439715
70.09	-0.0447966
70.095	-0.0431129
70.1	-0.0380854
70.105	-0.033065
70.11	-0.0313994
70.115	-0.032249
70.12	-0.034774
70.125	-0.0381347
70.13	-0.0414915
70.135	-0.0440047
70.14	-0.0448345
70.145	-0.0431413
70.15	-0.0380854
70.155	-0.0330366
70.16	-0.0313615
70.165	-0.0322159
70.17	-0.0347551
70.175	-0.0381348
70.18	-0.0415106
70.185	-0.044038
70.19	-0.0448725
70.195	-0.0431698
70.2	-0.0380854
70.205	-0.0330081
70.21	-0.0313236
70.215	-0.0321827
70.22	-0.0347362
70.225	-0.0381349
70.23	-0.0415297
70.235	-0.0440713
70.24	-0.0449106
70.245	-0.0431983
70.25	-0.0380854
70.255	-0.0329796
70.26	-0.0312856
70.265	-0.0321495
70.27	-0.0347173
70.275	-0.038135
70.28	-0.0415488
70.285	-0.0441047
70.29	-0.0449487
70.295	-0.0432269
70.3	-0.0380854
70.305	-0.032951
70.31	-0.0312475
70.315	-0.0321162
70.32	-0.0346983
70.325	-0.0381351
70.33	-0.041568
70.335	-0.0441381
70.34	-0.0449869
70.345	-0.0432556
70.35	-0.0380854
70.355	-0.0329224
70.36	-0.0312094
70.365	-0.0320828
70.37	-0.0346793
70.375	-0.0381352
70.38	-0.0415872
70.385	-0.0441717
70.39	-0.0450252
70.395	-0.0432843
70.4	-0.0380854
70.405	-0.0328937
70.41	-0.0311711
70.415	-0.0320494
70.42	-0.0346602
70.425	-0.0381353
70.43	-0.0416064
70.435	-0.0442053
70.44	-0.0450636
70.445	-0.043313
70.45	-0.0380854
70.455	-0.032865
70.46	-0.0311328
70.465	-0.0320159
70.47	-0.0346411
70.475	-0.0381354
70.48	-0.0416257
70.485	-0.0442389
70.49	-0.045102
70.495	-0.0433419
70.5	-0.0380854
70.505	-0.0328362
70.51	-0.0310945
70.515	-0.0319824
70.52	-0.034622
70.525	-0.0381355
70.53	-0.041645
70.535	-0.0442727
70.54	-0.0451405
70.545	-0.0433707
70.55	-0.0380854
70.555	-0.0328074
70.56	-0.031056
70.565	-0.0319488
70.57	-0.0346029
70.575	-0.0381356
70.58	-0.0416644
70.585	-0.0443065
70.59	-0.0451791
70.595	-0.0433997
70.6	-0.0380854
70.605	-0.0327785
70.61	-0.0310175
70.615	-0.0319151
70.62	-0.0345837
70.625	-0.0381357
70.63	-0.0416838
70.635	-0.0443403
70.64	-0.0452178
70.645	-0.0434287
70.65	-0.0380855
70.655	-0.0327495
70.66	-0.0309789
70.665	-0.0318814
70.67	-0.0345644
70.675	-0.0381359
70.68	-0.0417032
70.685	-0.0443742
70.69	-0.0452565
70.695	-0.0434577
70.7	-0.0380855
70.705	-0.0327205
70.71	-0.0309403
70.715	-0.0318476
70.72	-0.0345452
70.725	-0.038136
70.73	-0.0417227
70.735	-0.0444082
70.74	-0.0452953
70.745	-0.0434868
70.75	-0.0380855
70.755	-0.0326914
70.76	-0.0309015
70.765	-0.0318137
70.77	-0.0345259
70.775	-0.0381361
70.78	-0.0417422
70.785	-0.0444423
70.79	-0.0453342
70.795	-0.043516
70.8	-0.0380855
70.805	-0.0326623
70.81	-0.0308627
70.815	-0.0317798
70.82	-0.0345066
70.825	-0.0381362
70.83	-0.0417618
70.835	-0.0444764
70.84	-0.0453732
70.845	-0.0435452
70.85	-0.0380855
70.855	-0.0326332
70.86	-0.0308238
70.865	-0.0317458
70.87	-0.0344872
70.875	-0.0381363
70.88	-0.0417814
70.885	-0.0445106
70.89	-0.0454122
70.895	-0.0435745
70.9	-0.0380855
70.905	-0.0326039
70.91	-0.0307849
70.915	-0.0317117
70.92	-0.0344678
70.925	-0.0381364
70.93	-0.041801
70.935	-0.0445449
70.94	-0.0454514
70.945	-0.0436038
70.95	-0.0380856
70.955	-0.0325747
70.96	-0.0307458
70.965	-0.0316776
70.97	-0.0344483
70.975	-0.0381366
70.98	-0.0418207
70.985	-0.0445792
70.99	-0.0454906
70.995	-0.0436332
71	-0.0380856
71.005	-0.0325453
71.01	-0.0307067
71.015	-0.0316434
71.02	-0.0344289
71.025	-0.0381367
71.03	-0.0418404
71.035	-0.0446136
71.04	-0.0455299
71.045	-0.0436627
71.05	-0.0380856
71.055	-0.0325159
71.06	-0.0306676
71.065	-0.0316092
71.07	-0.0344094
71.075	-0.0381368
71.08	-0.0418602
71.085	-0.0446481
71.09	-0.0455692
71.095	-0.0436922
71.1	-0.0380857
71.105	-0.0324865
71.11	-0.0306283
71.115	-0.0315749
71.12	-0.0343898
71.125	-0.0381369
71.13	-0.04188
71.135	-0.0446826
71.14	-0.0456086
71.145	-0.0437218
71.15	-0.0380857
71.155	-0.032457
71.16	-0.030589
71.165	-0.0315405
71.17	-0.0343702
71.175	-0.0381371
71.18	-0.0418998
71.185	-0.0447172
71.19	-0.0456482
71.195	-0.0437514
71.2	-0.0380857
71.205	-0.0324275
71.21	-0.0305496
71.215	-0.031506
71.22	-0.0343506
71.225	-0.0381372
71.23	-0.0419197
71.235	-0.0447519
71.24	-0.0456877
71.245	-0.0437811
71.25	-0.0380858
71.255	-0.0323979
71.26	-0.0305102
71.265	-0.0314715
71.27	-0.034331
71.275	-0.0381373
71.28	-0.0419396
71.285	-0.0447867
71.29	-0.0457274
71.295	-0.0438108
71.3	-0.0380858
71.305	-0.0323682
71.31	-0.0304706
71.315	-0.031437
71.32	-0.0343113
71.325	-0.0381375
71.33	-0.0419596
71.335	-0.0448215
71.34	-0.0457672
71.345	-0.0438406
71.35	-0.0380858
71.355	-0.0323385
71.36	-0.030431
71.365	-0.0314024
71.37	-0.0342916
71.375	-0.0381376
71.38	-0.0419796
71.385	-0.0448563
71.39	-0.045807
71.395	-0.0438705
71.4	-0.0380859
71.405	-0.0323087
71.41	-0.0303913
71.415	-0.0313677
71.42	-0.0342718
71.425	-0.0381378
71.43	-0.0419996
71.435	-0.0448913
71.44	-0.0458469
71.445	-0.0439004
71.45	-0.0380859
71.455	-0.0322789
71.46	-0.0303516
71.465	-0.0313329
71.47	-0.034252
71.475	-0.0381379
71.48	-0.0420197
71.485	-0.0449263
71.49	-0.0458869
71.495	-0.0439304
71.5	-0.038086
71.505	-0.0322491
71.51	-0.0303117
71.515	-0.0312981
71.52	-0.0342322
71.525	-0.0381381
71.53	-0.0420398
71.535	-0.0449614
71.54	-0.0459269
71.545	-0.0439605
71.55	-0.0380861
71.555	-0.0322191
71.56	-0.0302718
71.565	-0.0312632
71.57	-0.0342123
71.575	-0.0381382
71.58	-0.04206
71.585	-0.0449966
71.59	-0.0459671
71.595	-0.0439906
71.6	-0.0380861
71.605	-0.0321892
71.61	-0.0302319
71.615	-0.0312283
71.62	-0.0341925
71.625	-0.0381384
71.63	-0.0420802
71.635	-0.0450318
71.64	-0.0460073
71.645	-0.0440208
71.65	-0.0380862
71.655	-0.0321591
71.66	-0.0301918
71.665	-0.0311933
71.67	-0.0341725
71.675	-0.0381386
71.68	-0.0421004
71.685	-0.0450671
71.69	-0.0460476
71.695	-0.044051
71.7	-0.0380862
71.705	-0.032129
71.71	-0.0301517
71.715	-0.0311582
71.72	-0.0341526
71.725	-0.0381387
71.73	-0.0421207
71.735	-0.0451024
71.74	-0.046088
71.745	-0.0440813
71.75	-0.0380863
71.755	-0.0320989
71.76	-0.0301115
71.765	-0.0311231
71.77	-0.0341326
71.775	-0.0381389
71.78	-0.042141
71.785	-0.0451379
71.79	-0.0461284
71.795	-0.0441116
71.8	-0.0380864
71.805	-0.0320687
71.81	-0.0300712
71.815	-0.0310879
71.82	-0.0341125
71.825	-0.0381391
71.83	-0.0421614
71.835	-0.0451734
71.84	-0.046169
71.845	-0.044142
71.85	-0.0380864
71.855	-0.0320385
71.86	-0.0300309
71.865	-0.0310526
71.87	-0.0340925
71.875	-0.0381392
71.88	-0.0421818
71.885	-0.0452089
71.89	-0.0462096
71.895	-0.0441725
71.9	-0.0380865
71.905	-0.0320082
71.91	-0.0299905
71.915	-0.0310173
71.92	-0.0340724
71.925	-0.0381394
71.93	-0.0422022
71.935	-0.0452446
71.94	-0.0462503
71.945	-0.044203
71.95	-0.0380866
71.955	-0.0319778
71.96	-0.02995
71.965	-0.0309819
71.97	-0.0340522
71.975	-0.0381396
71.98	-0.0422227
71.985	-0.0452803
71.99	-0.046291
71.995	-0.0442336
72	-0.0380867
72.005	-0.0319474
72.01	-0.0299095
72.015	-0.0309465
72.02	-0.034032
72.025	-0.0381398
72.03	-0.0422432
72.035	-0.0453161
72.04	-0.0463319
72.045	-0.0442642
72.05	-0.0380868
72.055	-0.0319169
72.06	-0.0298688
72.065	-0.030911
72.07	-0.0340118
72.075	-0.0381399
72.08	-0.0422638
72.085	-0.0453519
72.09	-0.0463728
72.095	-0.0442949
72.1	-0.0380868
72.105	-0.0318864
72.11	-0.0298281
72.115	-0.0308754
72.12	-0.0339916
72.125	-0.0381401
72.13	-0.0422844
72.135	-0.0453878
72.14	-0.0464138
72.145	-0.0443257
72.15	-0.0380869
72.155	-0.0318558
72.16	-0.0297873
72.165	-0.0308397
72.17	-0.0339713
72.175	-0.0381403
72.18	-0.0423051
72.185	-0.0454238
72.19	-0.0464549
72.195	-0.0443565
72.2	-0.038087
72.205	-0.0318252
72.21	-0.0297465
72.215	-0.030804
72.22	-0.033951
72.225	-0.0381405
72.23	-0.0423257
72.235	-0.0454599
72.24	-0.046496
72.245	-0.0443874
72.25	-0.0380871
72.255	-0.0317945
72.26	-0.0297055
72.265	-0.0307682
72.27	-0.0339306
72.275	-0.0381407
72.28	-0.0423465
72.285	-0.045496
72.29	-0.0465373
72.295	-0.0444183
72.3	-0.0380872
72.305	-0.0317637
72.31	-0.0296645
72.315	-0.0307324
72.32	-0.0339102
72.325	-0.0381409
72.33	-0.0423672
72.335	-0.0455322
72.34	-0.0465786
72.345	-0.0444493
72.35	-0.0380873
72.355	-0.0317329
72.36	-0.0296234
72.365	-0.0306965
72.37	-0.0338898
72.375	-0.038141
72.38	-0.042388
72.385	-0.0455684
72.39	-0.0466199
72.395	-0.0444803
72.4	-0.0380873
72.405	-0.0317021
72.41	-0.0295823
72.415	-0.0306605
72.42	-0.0338693
72.425	-0.0381412
72.43	-0.0424088
72.435	-0.0456047
72.44	-0.0466614
72.445	-0.0445114
72.45	-0.0380874
72.455	-0.0316711
72.46	-0.029541
72.465	-0.0306244
72.47	-0.0338488
72.475	-0.0381414
72.48	-0.0424297
72.485	-0.0456411
72.49	-0.0467029
72.495	-0.0445426
72.5	-0.0380875
72.505	-0.0316402
72.51	-0.0294997
72.515	-0.0305883
72.52	-0.0338282
72.525	-0.0381416
72.53	-0.0424506
72.535	-0.0456775
72.54	-0.0467445
72.545	-0.0445738
72.55	-0.0380876
72.555	-0.0316091
72.56	-0.0294583
72.565	-0.0305521
72.57	-0.0338076
72.575	-0.0381417
72.58	-0.0424715
72.585	-0.045714
72.59	-0.0467862
72.595	-0.0446051
72.6	-0.0380876
72.605	-0.031578
72.61	-0.0294168
72.615	-0.0305158
72.62	-0.0337869
72.625	-0.0381419
72.63	-0.0424925
72.635	-0.0457506
72.64	-0.0468279
72.645	-0.0446364
72.65	-0.0380877
72.655	-0.0315468
72.66	-0.0293752
72.665	-0.0304795
72.67	-0.0337663
72.675	-0.0381421
72.68	-0.0425135
72.685	-0.0457872
72.69	-0.0468698
72.695	-0.0446677
72.7	-0.0380877
72.705	-0.0315156
72.71	-0.0293336
72.715	-0.0304431
72.72	-0.0337455
72.725	-0.0381422
72.73	-0.0425345
72.735	-0.0458239
72.74	-0.0469116
72.745	-0.0446991
72.75	-0.0380878
72.755	-0.0314843
72.76	-0.0292918
72.765	-0.0304066
72.77	-0.0337247
72.775	-0.0381423
72.78	-0.0425556
72.785	-0.0458606
72.79	-0.0469536
72.795	-0.0447306
72.8	-0.0380878
72.805	-0.0314529
72.81	-0.02925
72.815	-0.03037
72.82	-0.0337039
72.825	-0.0381425
72.83	-0.0425767
72.835	-0.0458974
72.84	-0.0469956
72.845	-0.0447621
72.85	-0.0380879
72.855	-0.0314215
72.86	-0.0292081
72.865	-0.0303334
72.87	-0.033683
72.875	-0.0381426
72.88	-0.0425978
72.885	-0.0459343
72.89	-0.0470377
72.895	-0.0447937
72.9	-0.0380879
72.905	-0.03139
72.91	-0.0291661
72.915	-0.0302967
72.92	-0.0336621
72.925	-0.0381427
72.93	-0.042619
72.935	-0.0459712
72.94	-0.0470798
72.945	-0.0448253
72.95	-0.0380879
72.955	-0.0313584
72.96	-0.029124
72.965	-0.0302599
72.97	-0.0336411
72.975	-0.0381428
72.98	-0.0426401
72.985	-0.0460082
72.99	-0.0471221
72.995	-0.0448569
73	-0.0380879
73.005	-0.0313267
73.01	-0.0290818
73.015	-0.030223
73.02	-0.0336201
73.025	-0.0381429
73.03	-0.0426613
73.035	-0.0460452
73.04	-0.0471643
73.045	-0.0448886
73.05	-0.0380878
73.055	-0.031295
73.06	-0.0290396
73.065	-0.030186
73.07	-0.033599
73.075	-0.038143
73.08	-0.0426825
73.085	-0.0460823
73.09	-0.0472067
73.095	-0.0449203
73.1	-0.0380878
73.105	-0.0312632
73.11	-0.0289972
73.115	-0.030149
73.12	-0.0335778
73.125	-0.038143
73.13	-0.0427038
73.135	-0.0461194
73.14	-0.0472491
73.145	-0.0449521
73.15	-0.0380877
73.155	-0.0312313
73.16	-0.0289547
73.165	-0.0301118
73.17	-0.0335566
73.175	-0.038143
73.18	-0.042725
73.185	-0.0461565
73.19	-0.0472915
73.195	-0.0449839
73.2	-0.0380877
73.205	-0.0311994
73.21	-0.0289122
73.215	-0.0300746
73.22	-0.0335354
73.225	-0.038143
73.23	-0.0427463
73.235	-0.0461937
73.24	-0.047334
73.245	-0.0450157
73.25	-0.0380875
73.255	-0.0311673
73.26	-0.0288695
73.265	-0.0300373
73.27	-0.033514
73.275	-0.038143
73.28	-0.0427676
73.285	-0.046231
73.29	-0.0473766
73.295	-0.0450476
73.3	-0.0380874
73.305	-0.0311352
73.31	-0.0288267
73.315	-0.0299999
73.32	-0.0334926
73.325	-0.038143
73.33	-0.0427889
73.335	-0.0462683
73.34	-0.0474192
73.345	-0.0450795
73.35	-0.0380873
73.355	-0.031103
73.36	-0.0287838
73.365	-0.0299624
73.37	-0.0334712
73.375	-0.0381429
73.38	-0.0428102
73.385	-0.0463056
73.39	-0.0474618
73.395	-0.0451114
73.4	-0.0380871
73.405	-0.0310707
73.41	-0.0287409
73.415	-0.0299248
73.42	-0.0334496
73.425	-0.0381428
73.43	-0.0428315
73.435	-0.046343
73.44	-0.0475045
73.445	-0.0451434
73.45	-0.0380868
73.455	-0.0310383
73.46	-0.0286978
73.465	-0.029887
73.47	-0.033428
73.475	-0.0381427
73.48	-0.0428528
73.485	-0.0463804
73.49	-0.0475473
73.495	-0.0451754
73.5	-0.0380866
73.505	-0.0310059
73.51	-0.0286546
73.515	-0.0298492
73.52	-0.0334064
73.525	-0.0381425
73.53	-0.0428741
73.535	-0.0464178
73.54	-0.0475901
73.545	-0.0452074
73.55	-0.0380863
73.555	-0.0309733
73.56	-0.0286113
73.565	-0.0298113
73.57	-0.0333846
73.575	-0.0381423
73.58	-0.0428955
73.585	-0.0464553
73.59	-0.0476329
73.595	-0.0452394
73.6	-0.038086
73.605	-0.0309406
73.61	-0.0285678
73.615	-0.0297733
73.62	-0.0333628
73.625	-0.038142
73.63	-0.0429168
73.635	-0.0464928
73.64	-0.0476758
73.645	-0.0452715
73.65	-0.0380856
73.655	-0.0309079
73.66	-0.0285243
73.665	-0.0297352
73.67	-0.0333409
73.675	-0.0381418
73.68	-0.0429381
73.685	-0.0465303
73.69	-0.0477187
73.695	-0.0453035
73.7	-0.0380852
73.705	-0.030875
73.71	-0.0284806
73.715	-0.0296969
73.72	-0.0333189
73.725	-0.0381414
73.73	-0.0429594
73.735	-0.0465679
73.74	-0.0477616
73.745	-0.0453356
73.75	-0.0380847
73.755	-0.030842
73.76	-0.0284368
73.765	-0.0296586
73.77	-0.0332968
73.775	-0.0381411
73.78	-0.0429807
73.785	-0.0466054
73.79	-0.0478046
73.795	-0.0453677
73.8	-0.0380842
73.805	-0.030809
73.81	-0.0283929
73.815	-0.0296201
73.82	-0.0332747
73.825	-0.0381406
73.83	-0.043002
73.835	-0.046643
